topology,seed,replication,dependence_model,moderate_passive_failure,moderate_active_failure,severe_passive_failure,passive_active_classification,mechanism_labels,primary_mechanism,event_count,worst_service_level,max_backlog_passive,has_T2P,has_corridor,has_S1A,has_S1B,has_S1C,event_specification
A,314,1,Independent baseline,True,False,False,Adaptation-limited,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,4,0.7630204845619905,466.40781947104324,True,True,False,False,False,"[{""target"":""T2P"",""magnitude"":0.31328156389420864,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":1},{""target"":""T2P"",""magnitude"":0.3510026784488834,""start_week"":39,""duration_weeks"":1,""recovery_weeks"":2},{""target"":""corridor"",""magnitude"":0.2820850546420469,""start_week"":50,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""corridor"",""magnitude"":0.3079666608978696,""start_week"":51,""duration_weeks"":5,""recovery_weeks"":1}]"
A,314,2,Independent baseline,True,True,True,Structural,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,2,0.5317445772478104,2506.490196150011,True,False,False,False,False,"[{""target"":""T2P"",""magnitude"":0.3509977868431714,""start_week"":31,""duration_weeks"":9,""recovery_weeks"":1},{""target"":""T2P"",""magnitude"":0.2626063365867367,""start_week"":36,""duration_weeks"":1,""recovery_weeks"":4}]"
A,314,3,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.8564647171359844,150.83137926521658,False,True,False,False,False,"[{""target"":""corridor"",""magnitude"":0.20396203043155217,""start_week"":17,""duration_weeks"":1,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.16759042140579622,""start_week"":45,""duration_weeks"":1,""recovery_weeks"":1}]"
A,314,4,Independent baseline,True,False,False,Adaptation-limited,Concentrated dependency,Concentrated dependency,1,0.7933378334955736,623.9077515362686,False,False,False,False,False,"[{""target"":""demand"",""magnitude"":0.2604970515446613,""start_week"":30,""duration_weeks"":5,""recovery_weeks"":2}]"
A,314,5,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.8565937292209381,150.67311293364173,False,False,True,False,False,"[{""target"":""demand"",""magnitude"":0.16741456992626857,""start_week"":18,""duration_weeks"":1,""recovery_weeks"":2},{""target"":""S1A"",""magnitude"":0.3359993701521046,""start_week"":19,""duration_weeks"":1,""recovery_weeks"":4}]"
A,314,6,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,0,1.0,0.0,False,False,False,False,False,[]
A,314,7,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.9552317623848343,88.686407106415,False,False,True,False,True,"[{""target"":""S1A"",""magnitude"":0.2699758445703745,""start_week"":21,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""S1C"",""magnitude"":0.350728534634123,""start_week"":38,""duration_weeks"":3,""recovery_weeks"":2}]"
A,314,8,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.865682364252074,240.79696744372438,False,False,False,False,False,"[{""target"":""demand"",""magnitude"":0.15515810566843727,""start_week"":2,""duration_weeks"":10,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.19467756930350094,""start_week"":18,""duration_weeks"":2,""recovery_weeks"":2}]"
A,314,9,Independent baseline,True,True,False,Structural,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,2,0.8836116586362515,243.9801186194411,True,False,False,False,True,"[{""target"":""S1C"",""magnitude"":0.2545116339834575,""start_week"":15,""duration_weeks"":8,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.20474950722737348,""start_week"":19,""duration_weeks"":7,""recovery_weeks"":2}]"
A,314,10,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,1,0.8021261246042919,222.01806223926656,False,False,False,False,False,"[{""target"":""demand"",""magnitude"":0.24668673582140732,""start_week"":6,""duration_weeks"":1,""recovery_weeks"":3}]"
A,314,11,Independent baseline,True,True,True,Structural,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,4,0.547804696817599,3437.1425061254517,True,True,False,False,False,"[{""target"":""demand"",""magnitude"":0.08838845206047106,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":1},{""target"":""T2P"",""magnitude"":0.2987274447772003,""start_week"":25,""duration_weeks"":11,""recovery_weeks"":2},{""target"":""corridor"",""magnitude"":0.3265038712713547,""start_week"":40,""duration_weeks"":5,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3899689915237299,""start_week"":41,""duration_weeks"":2,""recovery_weeks"":3}]"
