topology,seed,replication,dependence_model,moderate_passive_failure,moderate_active_failure,severe_passive_failure,passive_active_classification,mechanism_labels,primary_mechanism,event_count,worst_service_level,max_backlog_passive,has_T2P,has_corridor,has_S1A,has_S1B,has_S1C,event_specification
A,2026,58,Independent baseline,True,False,True,Adaptation-limited,Concentrated dependency,Concentrated dependency,2,0.6709065477358084,870.1083301942932,False,True,True,False,False,"[{""target"":""S1A"",""magnitude"":0.3948750778469238,""start_week"":18,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.4968200891981437,""start_week"":40,""duration_weeks"":2,""recovery_weeks"":3}]"
A,2026,59,Independent baseline,True,True,True,Structural,Concentrated dependency,Concentrated dependency,2,0.8313627363154701,1062.4147612125385,False,True,False,False,False,"[{""target"":""corridor"",""magnitude"":0.37647794776339755,""start_week"":19,""duration_weeks"":6,""recovery_weeks"":2},{""target"":""demand"",""magnitude"":0.07958046674506838,""start_week"":51,""duration_weeks"":2,""recovery_weeks"":2}]"
A,2026,60,Independent baseline,True,True,False,Structural,Concentrated dependency,Concentrated dependency,2,0.8759299380815752,223.32611145316469,False,False,True,False,True,"[{""target"":""S1C"",""magnitude"":0.5291576393164558,""start_week"":15,""duration_weeks"":1,""recovery_weeks"":2},{""target"":""S1A"",""magnitude"":0.5321070024832467,""start_week"":42,""duration_weeks"":1,""recovery_weeks"":2}]"
A,2026,61,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,1,0.9161770191269764,176.02825983334958,False,False,True,False,False,"[{""target"":""S1A"",""magnitude"":0.438601706964303,""start_week"":6,""duration_weeks"":6,""recovery_weeks"":4}]"
A,2026,62,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.8513863263300381,262.39559565263653,True,False,False,False,False,"[{""target"":""demand"",""magnitude"":0.07549180738703651,""start_week"":21,""duration_weeks"":3,""recovery_weeks"":2},{""target"":""T2P"",""magnitude"":0.23375230630296567,""start_week"":23,""duration_weeks"":4,""recovery_weeks"":3}]"
A,2026,63,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,3,0.9796016886187143,36.71696048631429,False,False,True,False,True,"[{""target"":""S1C"",""magnitude"":0.29589620060789296,""start_week"":16,""duration_weeks"":1,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.1797268448452156,""start_week"":22,""duration_weeks"":3,""recovery_weeks"":2},{""target"":""S1A"",""magnitude"":0.21280202285675306,""start_week"":32,""duration_weeks"":5,""recovery_weeks"":2}]"
A,2026,64,Independent baseline,True,True,True,Structural,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,4,0.31454549439340623,3747.9655874815453,True,False,False,False,False,"[{""target"":""T2P"",""magnitude"":0.6518070986526363,""start_week"":9,""duration_weeks"":5,""recovery_weeks"":1},{""target"":""demand"",""magnitude"":0.1282194406489826,""start_week"":12,""duration_weeks"":9,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.0901853856942797,""start_week"":13,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""T2P"",""magnitude"":0.19810042686783436,""start_week"":45,""duration_weeks"":2,""recovery_weeks"":2}]"
A,2026,65,Independent baseline,True,True,False,Structural,Concentrated dependency; Recovery lag and temporal overlap,Recovery lag and temporal overlap,4,0.8327275393547766,237.02148708971924,False,True,False,False,True,"[{""target"":""demand"",""magnitude"":0.20087297794285908,""start_week"":20,""duration_weeks"":3,""recovery_weeks"":2},{""target"":""demand"",""magnitude"":0.17186885741766084,""start_week"":29,""duration_weeks"":3,""recovery_weeks"":1},{""target"":""corridor"",""magnitude"":0.37154310781900574,""start_week"":32,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""S1C"",""magnitude"":0.3905858741921583,""start_week"":36,""duration_weeks"":4,""recovery_weeks"":1}]"
A,2026,66,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.7844681496808511,416.6314622505555,False,False,True,False,False,"[{""target"":""demand"",""magnitude"":0.2747490135919919,""start_week"":47,""duration_weeks"":1,""recovery_weeks"":4},{""target"":""S1A"",""magnitude"":0.3692691269644708,""start_week"":48,""duration_weeks"":1,""recovery_weeks"":2}]"
A,2026,67,Independent baseline,True,False,False,Adaptation-limited,Concentrated dependency,Concentrated dependency,2,0.7943330184746399,689.4388414445834,False,False,False,True,False,"[{""target"":""demand"",""magnitude"":0.2589178301064496,""start_week"":1,""duration_weeks"":5,""recovery_weeks"":4},{""target"":""S1B"",""magnitude"":0.23706247355710042,""start_week"":15,""duration_weeks"":1,""recovery_weeks"":4}]"
