topology,seed,replication,dependence_model,moderate_passive_failure,moderate_active_failure,severe_passive_failure,passive_active_classification,mechanism_labels,primary_mechanism,event_count,worst_service_level,max_backlog_passive,has_T2P,has_corridor,has_S1A,has_S1B,has_S1C,event_specification
A,2718,1,Shared upstream shock,False,,False,Non-failure,Unclassified,Unclassified,2,0.8471998643505712,162.32311626950423,False,False,False,True,False,"[{""target"":""S1B"",""magnitude"":0.16669244988961496,""start_week"":39,""duration_weeks"":1,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.18035901807722698,""start_week"":46,""duration_weeks"":1,""recovery_weeks"":1}]"
A,2718,2,Shared upstream shock,False,,False,Non-failure,Unclassified,Unclassified,1,1.0,0.0,True,False,False,False,False,"[{""target"":""T2P"",""magnitude"":0.26077843625985164,""start_week"":31,""duration_weeks"":1,""recovery_weeks"":2}]"
A,2718,3,Shared upstream shock,True,True,True,Structural,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,3,0.7543449917691976,2255.7144553183125,True,True,False,False,False,"[{""target"":""corridor"",""magnitude"":0.29725397662747066,""start_week"":27,""duration_weeks"":3,""recovery_weeks"":2},{""target"":""T2P"",""magnitude"":0.2530104202267012,""start_week"":30,""duration_weeks"":1,""recovery_weeks"":2},{""target"":""T2P"",""magnitude"":0.321089507407722,""start_week"":36,""duration_weeks"":14,""recovery_weeks"":1}]"
A,2718,4,Shared upstream shock,True,False,False,Adaptation-limited,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,2,0.7032712061452698,399.8370766495036,True,False,False,False,False,"[{""target"":""T2P"",""magnitude"":0.5199348306598014,""start_week"":1,""duration_weeks"":1,""recovery_weeks"":2},{""target"":""T2P"",""magnitude"":0.3670559144692571,""start_week"":10,""duration_weeks"":1,""recovery_weeks"":1}]"
A,2718,5,Shared upstream shock,True,True,True,Structural,Hidden convergent dependency; Compounding moderate disturbance,Hidden convergent dependency,3,0.7901526319135823,972.5015240919765,True,False,False,False,False,"[{""target"":""T2P"",""magnitude"":0.2741814679244742,""start_week"":29,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.26557826881904034,""start_week"":30,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""demand"",""magnitude"":0.1803948111772593,""start_week"":42,""duration_weeks"":9,""recovery_weeks"":2}]"
A,2718,6,Shared upstream shock,True,False,False,Adaptation-limited,Concentrated dependency; Recovery lag and temporal overlap,Recovery lag and temporal overlap,4,0.7748959146462701,418.2528189627154,False,True,True,False,True,"[{""target"":""S1A"",""magnitude"":0.2840457098416486,""start_week"":3,""duration_weeks"":3,""recovery_weeks"":2},{""target"":""demand"",""magnitude"":0.2221732866678549,""start_week"":35,""duration_weeks"":1,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.343679141920631,""start_week"":43,""duration_weeks"":1,""recovery_weeks"":4},{""target"":""corridor"",""magnitude"":0.4188280640152975,""start_week"":46,""duration_weeks"":1,""recovery_weeks"":3}]"
A,2718,7,Shared upstream shock,True,True,False,Structural,Compounding moderate disturbance,Compounding moderate disturbance,6,0.8554619457080597,279.47653950433573,True,False,True,True,False,"[{""target"":""T2P"",""magnitude"":0.18753319875431118,""start_week"":2,""duration_weeks"":1,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.16690063021563523,""start_week"":10,""duration_weeks"":5,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.12110810600154243,""start_week"":27,""duration_weeks"":8,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.16895906944441258,""start_week"":28,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""S1A"",""magnitude"":0.19882465537369134,""start_week"":30,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""S1A"",""magnitude"":0.24157928486302277,""start_week"":36,""duration_weeks"":2,""recovery_weeks"":3}]"
A,2718,8,Shared upstream shock,False,,False,Non-failure,Unclassified,Unclassified,2,1.0,0.0,False,False,True,False,True,"[{""target"":""S1A"",""magnitude"":0.2338930569273506,""start_week"":30,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""S1C"",""magnitude"":0.2070610855438214,""start_week"":45,""duration_weeks"":3,""recovery_weeks"":2}]"
A,2718,9,Shared upstream shock,True,True,True,Structural,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,4,0.32263434119040235,2191.340099511448,True,True,False,False,True,"[{""target"":""corridor"",""magnitude"":0.18783581583431203,""start_week"":8,""duration_weeks"":8,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.31487873720785875,""start_week"":18,""duration_weeks"":1,""recovery_weeks"":4},{""target"":""T2P"",""magnitude"":0.4664833896810441,""start_week"":41,""duration_weeks"":4,""recovery_weeks"":2},{""target"":""T2P"",""magnitude"":0.4557415805709072,""start_week"":42,""duration_weeks"":1,""recovery_weeks"":4}]"
A,2718,10,Shared upstream shock,True,True,False,Structural,Concentrated dependency,Concentrated dependency,4,0.877066588640437,258.1601638550824,False,True,True,True,True,"[{""target"":""S1C"",""magnitude"":0.5266001755590167,""start_week"":3,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.3184803744593989,""start_week"":18,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""corridor"",""magnitude"":0.2785147264396298,""start_week"":33,""duration_weeks"":2,""recovery_weeks"":4},{""target"":""S1A"",""magnitude"":0.4416009159774772,""start_week"":46,""duration_weeks"":1,""recovery_weeks"":2}]"
