topology,seed,replication,dependence_model,moderate_passive_failure,moderate_active_failure,severe_passive_failure,passive_active_classification,mechanism_labels,primary_mechanism,event_count,worst_service_level,max_backlog_passive,has_T2P,has_corridor,has_S1A,has_S1B,has_S1C,event_specification
B,1618,1,Independent baseline,True,True,False,Structural,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,2,0.8478697645255188,411.946261978999,True,False,True,False,False,"[{""target"":""S1A"",""magnitude"":0.24016453173849456,""start_week"":24,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""T2P-A"",""magnitude"":0.3053758178905496,""start_week"":30,""duration_weeks"":6,""recovery_weeks"":2}]"
B,1618,2,Independent baseline,True,True,False,Structural,Concentrated dependency,Concentrated dependency,2,0.8841455277812137,521.3451249845382,False,True,False,False,True,"[{""target"":""corridor"",""magnitude"":0.33689085416408954,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":2},{""target"":""S1C"",""magnitude"":0.1722720004467778,""start_week"":40,""duration_weeks"":1,""recovery_weeks"":1}]"
B,1618,3,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.8421213605372765,212.37742331435493,False,True,False,False,False,"[{""target"":""demand"",""magnitude"":0.18747730061376938,""start_week"":19,""duration_weeks"":5,""recovery_weeks"":2},{""target"":""corridor"",""magnitude"":0.2805735770401686,""start_week"":46,""duration_weeks"":5,""recovery_weeks"":4}]"
B,1618,4,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,0,1.0,0.0,False,False,False,False,False,[]
B,1618,5,Independent baseline,True,True,False,Structural,Concentrated dependency,Concentrated dependency,5,0.8535755999327553,298.17338188981944,True,True,False,True,True,"[{""target"":""S1C"",""magnitude"":0.36885688905409586,""start_week"":22,""duration_weeks"":2,""recovery_weeks"":2},{""target"":""S1C"",""magnitude"":0.5794549001513005,""start_week"":27,""duration_weeks"":4,""recovery_weeks"":4},{""target"":""S1B"",""magnitude"":0.37968119694311164,""start_week"":42,""duration_weeks"":1,""recovery_weeks"":2},{""target"":""corridor"",""magnitude"":0.1754566217522063,""start_week"":43,""duration_weeks"":6,""recovery_weeks"":4},{""target"":""T2P-B"",""magnitude"":0.5501096820558504,""start_week"":50,""duration_weeks"":1,""recovery_weeks"":2}]"
B,1618,6,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,1,0.9985963582320025,2.526555182395441,False,False,False,False,True,"[{""target"":""S1C"",""magnitude"":0.25315819397799405,""start_week"":20,""duration_weeks"":1,""recovery_weeks"":1}]"
B,1618,7,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,1,0.9846991152779262,25.746669539326035,True,False,False,False,False,"[{""target"":""T2P-A"",""magnitude"":0.2359276198683788,""start_week"":4,""duration_weeks"":3,""recovery_weeks"":4}]"
B,1618,8,Independent baseline,True,True,False,Structural,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,2,0.6193861310487465,485.2769733239925,True,False,False,False,True,"[{""target"":""S1C"",""magnitude"":0.4048691489998931,""start_week"":18,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.6138287230841921,""start_week"":29,""duration_weeks"":2,""recovery_weeks"":1}]"
B,1618,9,Independent baseline,True,True,False,Structural,Concentrated dependency,Concentrated dependency,5,0.7688312792087691,442.85258888002556,False,True,False,True,True,"[{""target"":""demand"",""magnitude"":0.06836165754274615,""start_week"":10,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.3674565541175089,""start_week"":11,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""corridor"",""magnitude"":0.4233765405934232,""start_week"":34,""duration_weeks"":1,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.27746818762629777,""start_week"":38,""duration_weeks"":4,""recovery_weeks"":4},{""target"":""S1B"",""magnitude"":0.4953151191321141,""start_week"":47,""duration_weeks"":4,""recovery_weeks"":4}]"
B,1618,10,Independent baseline,False,,False,Non-failure,Unclassified,Unclassified,2,0.8563282928035517,150.9987904912855,True,False,False,False,False,"[{""target"":""demand"",""magnitude"":0.16777643387920574,""start_week"":37,""duration_weeks"":1,""recovery_weeks"":1},{""target"":""T2P-A"",""magnitude"":0.21570536112326538,""start_week"":47,""duration_weeks"":4,""recovery_weeks"":4}]"
