method,topology,candidate_id,generation_family,threshold,passive_failure,active_failure,first_cross_week,severity,active_severity,C0,Cadm,gamma_raw,gamma_clipped,active_worsens_shortfall,plausibility,mechanism_signature,mechanism_label_count,passive_active_classification,causal_prefix_indices,single_event_crossings,hcd_removal_elements,direct_impact_crossing,rlto_support_pairs,rlto_pair_iterations,event_specification,canonical_event_key,variant_id,parent_variant_id,parent_candidate_id
MI-FST,A,FST-MI-19,Corridor failure,moderate,True,False,14.0,0.7111111111111115,0.0,0.7111111111111115,0.0,1.0,1.0,False,0.5627543919032493,Concentrated dependency,1,Adaptation-limited,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-19
MI-FST,A,FST-MI-19,Corridor failure,severe,True,False,15.0,0.55,0.0,0.55,0.0,1.0,1.0,False,0.5627543919032493,Concentrated dependency,1,Adaptation-limited,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-19
MI-FST,A,FST-MI-20,Corridor failure,moderate,True,True,14.0,1.1777777777777783,0.48888888888888926,1.1777777777777783,0.48888888888888926,0.5849056603773584,0.5849056603773584,False,0.43251150539123406,Concentrated dependency,1,Structural,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-20
MI-FST,A,FST-MI-20,Corridor failure,severe,True,False,15.0,0.9166666666666667,0.0,0.9166666666666667,0.0,1.0,1.0,False,0.43251150539123406,Concentrated dependency,1,Adaptation-limited,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-20
MI-FST,A,FST-MI-21,Corridor failure,moderate,True,False,14.0,1.6888888888888887,0.0,1.6888888888888887,0.0,1.0,1.0,False,0.15121287422922622,Concentrated dependency,1,Adaptation-limited,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-21
MI-FST,A,FST-MI-21,Corridor failure,severe,True,False,15.0,1.4888888888888885,0.0,1.4888888888888885,0.0,1.0,1.0,False,0.15121287422922622,Concentrated dependency,1,Adaptation-limited,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-21
MI-FST,A,FST-MI-22,Corridor failure,moderate,True,True,14.0,2.6888888888888887,1.3333333333333333,2.6888888888888887,1.3333333333333333,0.5041322314049587,0.5041322314049587,False,0.11621643261855161,Concentrated dependency,1,Structural,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-22
MI-FST,A,FST-MI-22,Corridor failure,severe,True,True,15.0,2.3888888888888884,1.133333333333333,2.3888888888888884,1.133333333333333,0.5255813953488373,0.5255813953488373,False,0.11621643261855161,Concentrated dependency,1,Structural,0,0,,,,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-22
MI-FST,A,FST-MI-23,Simultaneous T2P-corridor,moderate,True,True,21.0,0.13333333333333341,0.13333333333333308,0.13333333333333341,0.13333333333333308,2.4424906541753444e-15,2.4424906541753444e-15,False,0.6443726060652706,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-23
MI-FST,A,FST-MI-23,Simultaneous T2P-corridor,severe,False,,,0.0,0.0,,,,,,0.6443726060652706,Unclassified,0,Non-failure,,,,,,0,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-23
MI-FST,A,FST-MI-24,Simultaneous T2P-corridor,moderate,True,True,14.0,1.9333333333333336,0.8000000000000002,1.9333333333333336,0.8000000000000002,0.5862068965517241,0.5862068965517241,False,0.4201108898294959,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-24
MI-FST,A,FST-MI-24,Simultaneous T2P-corridor,severe,True,True,15.0,1.6333333333333333,0.6,1.6333333333333333,0.6,0.6326530612244898,0.6326530612244898,False,0.4201108898294959,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-24
MI-FST,A,FST-MI-25,Simultaneous T2P-corridor,moderate,True,True,19.0,1.0814814814814815,1.048148148148148,1.0814814814814815,1.048148148148148,0.0308219178082193,0.0308219178082193,False,0.5279190902800948,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-25
MI-FST,A,FST-MI-25,Simultaneous T2P-corridor,severe,True,True,20.0,0.8814814814814812,0.8481481481481479,0.8814814814814812,0.8481481481481479,0.037815126050420145,0.037815126050420145,False,0.5279190902800948,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-25
MI-FST,A,FST-MI-26,Simultaneous T2P-corridor,moderate,True,True,14.0,1.9333333333333336,1.1037037037037039,1.9333333333333336,1.1037037037037039,0.4291187739463601,0.4291187739463601,False,0.34418682092932323,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-26
MI-FST,A,FST-MI-26,Simultaneous T2P-corridor,severe,True,True,15.0,1.6333333333333333,0.8037037037037036,1.6333333333333333,0.8037037037037036,0.507936507936508,0.507936507936508,False,0.34418682092932323,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-26
MI-FST,A,FST-MI-27,Simultaneous T2P-corridor,moderate,True,True,18.0,2.355555555555555,2.322222222222222,2.355555555555555,2.322222222222222,0.014150943396226356,0.014150943396226356,False,0.273654317623576,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-27
MI-FST,A,FST-MI-27,Simultaneous T2P-corridor,severe,True,True,19.0,2.057407407407407,2.0240740740740737,2.057407407407407,2.0240740740740737,0.016201620162016095,0.016201620162016095,False,0.273654317623576,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-27
MI-FST,A,FST-MI-28,Simultaneous T2P-corridor,moderate,True,True,14.0,2.3888888888888893,2.0777777777777775,2.3888888888888893,2.0777777777777775,0.13023255813953516,0.13023255813953516,False,0.17841410047602,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-28
MI-FST,A,FST-MI-28,Simultaneous T2P-corridor,severe,True,True,15.0,1.9407407407407407,1.629629629629629,1.9407407407407407,1.629629629629629,0.16030534351145065,0.16030534351145065,False,0.17841410047602,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-28
MI-FST,A,FST-MI-29,Simultaneous T2P-corridor,moderate,True,True,18.0,3.0222222222222226,2.9888888888888894,3.0222222222222226,2.9888888888888894,0.011029411764705843,0.011029411764705843,False,0.006458544321318122,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-29
MI-FST,A,FST-MI-29,Simultaneous T2P-corridor,severe,True,True,19.0,2.7222222222222223,2.688888888888889,2.7222222222222223,2.688888888888889,0.012244897959183598,0.012244897959183598,False,0.006458544321318122,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-29
MI-FST,A,FST-MI-30,Simultaneous T2P-corridor,moderate,True,True,14.0,3.0555555555555562,2.7444444444444454,3.0555555555555562,2.7444444444444454,0.1018181818181817,0.1018181818181817,False,0.004210769943186186,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-30
MI-FST,A,FST-MI-30,Simultaneous T2P-corridor,severe,True,True,15.0,2.605555555555556,2.2944444444444447,2.605555555555556,2.2944444444444447,0.11940298507462688,0.11940298507462688,False,0.004210769943186186,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",MI-FST,,FST-MB-30
MI-FST,A,FST-MI-31,Simultaneous T2P-tier-1,moderate,True,True,14.0,0.4851851851851854,0.4360623781676416,0.4851851851851854,0.4360623781676416,0.10124548011249479,0.10124548011249479,False,0.4953765944986818,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-31
MI-FST,A,FST-MI-31,Simultaneous T2P-tier-1,severe,False,,,0.0,0.0,,,,,,0.4953765944986818,Unclassified,0,Non-failure,,,,,,0,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-31
MI-FST,A,FST-MI-32,Simultaneous T2P-tier-1,moderate,True,True,14.0,1.6444444444444444,1.6037037037037039,1.6444444444444444,1.6037037037037039,0.024774774774774633,0.024774774774774633,False,0.34418682092932323,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-32
MI-FST,A,FST-MI-32,Simultaneous T2P-tier-1,severe,True,True,19.0,1.3611111111111112,1.3203703703703704,1.3611111111111112,1.3203703703703704,0.029931972789115635,0.029931972789115635,False,0.34418682092932323,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-32
MI-FST,A,FST-MI-33,Simultaneous T2P-tier-1,moderate,True,True,14.0,0.4851851851851854,0.4360623781676416,0.4851851851851854,0.4360623781676416,0.10124548011249479,0.10124548011249479,False,0.4953765944986818,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-33
MI-FST,A,FST-MI-33,Simultaneous T2P-tier-1,severe,False,,,0.0,0.0,,,,,,0.4953765944986818,Unclassified,0,Non-failure,,,,,,0,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-33
MI-FST,A,FST-MI-34,Simultaneous T2P-tier-1,moderate,True,True,14.0,1.6444444444444444,1.6037037037037039,1.6444444444444444,1.6037037037037039,0.024774774774774633,0.024774774774774633,False,0.34418682092932323,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-34
MI-FST,A,FST-MI-34,Simultaneous T2P-tier-1,severe,True,True,19.0,1.3611111111111112,1.3203703703703704,1.3611111111111112,1.3203703703703704,0.029931972789115635,0.029931972789115635,False,0.34418682092932323,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-34
MI-FST,A,FST-MI-35,Simultaneous T2P-tier-1,moderate,True,True,14.0,0.4851851851851854,0.4360623781676416,0.4851851851851854,0.4360623781676416,0.10124548011249479,0.10124548011249479,False,0.4953765944986818,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-35
MI-FST,A,FST-MI-35,Simultaneous T2P-tier-1,severe,False,,,0.0,0.0,,,,,,0.4953765944986818,Unclassified,0,Non-failure,,,,,,0,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-35
MI-FST,A,FST-MI-36,Simultaneous T2P-tier-1,moderate,True,True,14.0,1.6444444444444446,1.6037037037037039,1.6444444444444446,1.6037037037037039,0.024774774774774744,0.024774774774774744,False,0.34418682092932323,Concentrated dependency; Propagation-amplified cascade,2,Structural,0;1,0;1,,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-36
MI-FST,A,FST-MI-36,Simultaneous T2P-tier-1,severe,True,True,19.0,1.3611111111111112,1.3203703703703704,1.3611111111111112,1.3203703703703704,0.029931972789115635,0.029931972789115635,False,0.34418682092932323,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,3,Structural,0;1,0,T2P,False,,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",MI-FST,,FST-MB-36
MI-FST,A,FST-MI-37,Demand-T2P combination,moderate,True,True,17.0,1.4902356902356906,1.343771043771044,1.4902356902356906,1.343771043771044,0.09828287392679624,0.09828287392679624,False,0.549856807948345,Concentrated dependency; Hidden convergent dependency,2,Structural,0;1,0,T2P,True,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-37
MI-FST,A,FST-MI-37,Demand-T2P combination,severe,True,True,18.0,1.1402356902356903,0.9937710437710437,1.1402356902356903,0.9937710437710437,0.12845120330724946,0.12845120330724946,False,0.549856807948345,Concentrated dependency; Hidden convergent dependency,2,Structural,0;1,0,T2P,True,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-37
MI-FST,A,FST-MI-38,Demand-T2P combination,moderate,True,True,16.0,1.9248677248677253,1.9248677248677253,1.9248677248677253,1.9248677248677253,0.0,0.0,False,0.006060420526971052,Concentrated dependency,1,Structural,0;1,0;1,,True,,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",MI-FST,,FST-MB-38
