variant_id,parent_variant_id,candidate_id,parent_candidate_id,generation_family,event_count,event_specification,canonical_event_key,changed_fields
FST-original,,FST-14,,Tier-1 supplier failure,1,"[{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
FST-original,,FST-15,,Tier-1 supplier failure,1,"[{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
FST-original,,FST-16,,Tier-1 supplier failure,1,"[{""target"":""S1B"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
FST-original,,FST-17,,Tier-1 supplier failure,1,"[{""target"":""S1B"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
FST-original,,FST-18,,Tier-1 supplier failure,1,"[{""target"":""S1B"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
FST-original,,FST-19,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-20,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-21,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-22,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-23,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-24,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-25,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-26,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-27,,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
FST-original,,FST-28,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.2,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-29,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.2,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-30,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-31,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-32,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-33,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-34,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.65,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-35,,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.65,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-36,,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
FST-original,,FST-37,,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
FST-original,,FST-38,,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
FST-original,,FST-39,,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
FST-original,,FST-40,,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
FST-original,,FST-41,,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
FST-original,,FST-42,,Demand spike,1,"[{""target"":""demand"",""magnitude"":0.1,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.1,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
FST-original,,FST-43,,Demand spike,1,"[{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
FST-original,,FST-44,,Demand spike,1,"[{""target"":""demand"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
FST-original,,FST-45,,Demand spike,1,"[{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
FST-original,,FST-46,,Prespecified combination,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
FST-original,,FST-47,,Prespecified combination,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
FST-original,,FST-48,,Prespecified combination,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
FST-original,,FST-49,,Prespecified combination,2,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""},{""duration_weeks"":3,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
FST-original,,FST-50,,Prespecified combination,2,"[{""target"":""S1A"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
MI-FST,,FST-MI-01,FST-MB-01,Tier-1 supplier failure,1,"[{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""}]",
MI-FST,,FST-MI-02,FST-MB-02,Tier-1 supplier failure,1,"[{""target"":""S1A"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""}]",
MI-FST,,FST-MI-03,FST-MB-03,Tier-1 supplier failure,1,"[{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
MI-FST,,FST-MI-04,FST-MB-04,Tier-1 supplier failure,1,"[{""target"":""S1B"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]",
MI-FST,,FST-MI-05,FST-MB-05,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
MI-FST,,FST-MI-06,FST-MB-06,Tier-1 supplier failure,1,"[{""target"":""S1C"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""}]",
MI-FST,,FST-MI-07,FST-MB-07,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.2,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-08,FST-MB-08,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.2,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-09,FST-MB-09,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-10,FST-MB-10,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-11,FST-MB-11,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-12,FST-MB-12,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-13,FST-MB-13,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.65,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-14,FST-MB-14,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.65,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-15,FST-MB-15,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-16,FST-MB-16,Shared-processor failure,1,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]","[{""duration_weeks"":6,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-17,FST-MB-17,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-18,FST-MB-18,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-19,FST-MB-19,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-20,FST-MB-20,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-21,FST-MB-21,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-22,FST-MB-22,Corridor failure,1,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-23,FST-MB-23,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-24,FST-MB-24,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-25,FST-MB-25,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-26,FST-MB-26,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-27,FST-MB-27,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-28,FST-MB-28,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-29,FST-MB-29,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-30,FST-MB-30,Simultaneous T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.8,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-31,FST-MB-31,Simultaneous T2P-tier-1,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-32,FST-MB-32,Simultaneous T2P-tier-1,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-33,FST-MB-33,Simultaneous T2P-tier-1,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-34,FST-MB-34,Simultaneous T2P-tier-1,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-35,FST-MB-35,Simultaneous T2P-tier-1,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-36,FST-MB-36,Simultaneous T2P-tier-1,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""S1C""},{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
MI-FST,,FST-MI-37,FST-MB-37,Demand-T2P combination,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
MI-FST,,FST-MI-38,FST-MB-38,Demand-T2P combination,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
MI-FST,,FST-MI-39,FST-MB-39,Demand-T2P combination,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.2,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
MI-FST,,FST-MI-40,FST-MB-40,Demand-T2P combination,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":2}]","[{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":2,""start_week"":12,""target"":""demand""}]",
MI-FST,,FST-MI-41,FST-MB-41,Sequential T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",
