variant_id,parent_variant_id,candidate_id,parent_candidate_id,generation_family,event_count,event_specification,canonical_event_key,changed_fields
MI-FST,,FST-MI-42,FST-MB-42,Sequential T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",
MI-FST,,FST-MI-43,FST-MB-43,Sequential T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",
MI-FST,,FST-MI-44,FST-MB-44,Sequential T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",
MI-FST,,FST-MI-45,FST-MB-45,Sequential T2P-corridor,2,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]",
MI-FST,,FST-MI-46,FST-MB-46,Sequential corridor-T2P,2,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-47,FST-MB-47,Sequential corridor-T2P,2,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-48,FST-MB-48,Sequential corridor-T2P,2,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-49,FST-MB-49,Sequential corridor-T2P,2,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
MI-FST,,FST-MI-50,FST-MB-50,Sequential corridor-T2P,2,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P""},{""duration_weeks"":3,""magnitude"":0.7,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
RST,,RST-01,,Concentrated dependency,1,"[{""target"":""T2P"",""magnitude"":0.45,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.45,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-02,,Concentrated dependency,1,"[{""target"":""T2P"",""magnitude"":0.55,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.55,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-03,,Concentrated dependency,1,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.65,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-04,,Concentrated dependency,1,"[{""target"":""T2P"",""magnitude"":0.75,""start_week"":12,""duration_weeks"":5,""recovery_weeks"":3}]","[{""duration_weeks"":5,""magnitude"":0.75,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-05,,Concentrated dependency,1,"[{""target"":""corridor"",""magnitude"":0.45,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.45,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
RST,,RST-06,,Concentrated dependency,1,"[{""target"":""corridor"",""magnitude"":0.55,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.55,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
RST,,RST-07,,Concentrated dependency,1,"[{""target"":""corridor"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.65,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
RST,,RST-08,,Concentrated dependency,1,"[{""target"":""corridor"",""magnitude"":0.75,""start_week"":12,""duration_weeks"":5,""recovery_weeks"":3}]","[{""duration_weeks"":5,""magnitude"":0.75,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]",
RST,,RST-09,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.2,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-10,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":7,""recovery_weeks"":3}]","[{""duration_weeks"":7,""magnitude"":0.2,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-11,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-12,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":7,""recovery_weeks"":3}]","[{""duration_weeks"":7,""magnitude"":0.3,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-13,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-14,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":7,""recovery_weeks"":3}]","[{""duration_weeks"":7,""magnitude"":0.4,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-15,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-16,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":7,""recovery_weeks"":3}]","[{""duration_weeks"":7,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-17,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
RST,,RST-18,,Hidden convergent dependency,1,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":7,""recovery_weeks"":3}]","[{""duration_weeks"":7,""magnitude"":0.6,""recovery_weeks"":3,""start_week"":12,""target"":""T2P""}]",
