architecture,n,horizon,K,B,repetition,status,completed_candidates,failures,prefix_event_count,attribution_pair_iterations,passive_seconds,active_seconds,attribution_seconds,end_to_end_seconds,requested_simulations,unique_simulations,cache_hits,baseline_memory_mb,peak_memory_mb,incremental_peak_memory_mb,memory_measurement,node_count,edge_count
partitioned,30,52,4,500,2,timeout,469,470,1876,5628,20.038155199668836,20.054557599534746,78.55539920117008,120.0332471000147,6098,2818,3280,416.984375,435.7890625,18.8046875,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,4,500,3,timeout,492,492,1968,5904,20.311529999482445,20.22253890009597,78.07218299957458,120.01823430001969,6396,2955,3441,435.88671875,449.57421875,13.6875,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,4,500,4,timeout,427,428,1708,5124,20.05582040088484,19.6175328004756,78.88886819902109,120.00111940002535,5552,2566,2986,449.578125,450.06640625,0.48828125,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,4,500,5,timeout,469,469,1876,5628,20.120309200370684,20.41123010031879,78.12132710043807,120.08091890002834,6097,2817,3280,450.06640625,450.06640625,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,8,50,1,completed,50,50,400,2800,2.1325532000046223,2.2162031999323517,13.253713200159837,17.75791450001998,1550,405,1145,450.171875,450.54296875,0.37109375,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,8,50,2,completed,50,50,400,2800,2.456962699710857,2.31117230001837,14.26609470002586,19.206125599972438,1550,405,1145,450.54296875,450.546875,0.00390625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,8,50,3,completed,50,50,400,2800,2.0795052999746986,2.146356599871069,12.429557000054047,16.797114700020757,1550,405,1145,450.55078125,450.59765625,0.046875,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,8,50,4,completed,50,50,400,2800,2.2463448002235964,2.34137339994777,13.298935000086203,18.032068800006527,1550,405,1145,450.59765625,450.72265625,0.125,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,8,50,5,completed,50,50,400,2800,2.1842293002991937,2.2177312001003884,13.164754699973855,17.71496189996833,1550,405,1145,450.72265625,450.72265625,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,16,50,1,completed,50,50,800,12000,2.836538899980951,2.7515765000716783,27.36815600009868,33.10924319998594,4550,609,3941,450.8046875,455.96484375,5.16015625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,16,50,2,completed,50,50,800,12000,3.6715923001174815,3.392992799868807,33.70495180005673,40.94095069996547,4550,609,3941,455.96875,456.34765625,0.37890625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,16,50,3,completed,50,50,800,12000,2.5984828998334706,2.8297589996363968,25.883305199851748,31.4571142999921,4550,609,3941,456.34765625,456.34765625,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,16,50,4,completed,50,50,800,12000,2.647110399964731,2.537461399973836,26.51853380020475,31.85838629998034,4550,609,3941,456.34765625,456.3515625,0.00390625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,52,16,50,5,completed,50,50,800,12000,2.5900574001134373,2.9070735999848694,25.964869099785574,31.62156060000416,4550,609,3941,456.3515625,456.3515625,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,104,4,50,1,completed,50,50,200,600,4.161642099847086,4.078137800155673,16.333416599954944,24.719164399954025,650,303,347,456.421875,456.42578125,0.00390625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,104,4,50,2,completed,50,50,200,600,4.707297699991614,4.6279390999116,18.024612300039735,27.518381299974862,650,303,347,441.4921875,450.51171875,9.01953125,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,104,4,50,3,completed,50,50,200,600,4.541795700206421,4.685658800008241,18.692489000153728,28.127028399962,650,303,347,442.38671875,450.765625,8.37890625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,104,4,50,4,completed,50,50,200,600,4.531333799590357,4.565014299703762,17.631605800241232,26.878779100021347,650,303,347,442.1484375,450.515625,8.3671875,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,104,4,50,5,completed,50,50,200,600,4.054445800022222,4.011094300134573,16.15553529979661,24.366850099992007,650,303,347,441.37890625,450.515625,9.13671875,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,208,4,50,1,completed,50,50,200,600,8.12565690005431,8.090467899863143,30.826513000007253,47.18335590005154,650,303,347,441.4453125,462.46875,21.0234375,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,208,4,50,2,completed,50,50,200,600,8.231830500415526,7.785618799855001,31.29637390008429,47.46604640001897,650,303,347,442.0,462.5,20.5,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,208,4,50,3,completed,50,50,200,600,7.5854673001449555,7.893251000030432,31.135007599950768,46.7586592999869,650,303,347,441.83984375,462.5859375,20.74609375,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,208,4,50,4,completed,50,50,200,600,8.012082399916835,8.002495799970347,32.33590390003519,48.50073250004789,650,303,347,442.26171875,462.5,20.23828125,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,30,208,4,50,5,completed,50,50,200,600,7.768446199945174,8.011989899678156,31.497344999865163,47.431822400016245,650,303,347,442.328125,462.58203125,20.25390625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,42,61
partitioned,90,52,4,50,1,completed,50,50,200,600,5.797531399817672,6.0290861000539735,23.646763199882116,35.62041989999125,650,303,347,442.90234375,443.0234375,0.12109375,Windows GetProcessMemoryInfo working set; incremental over cell baseline,122,181
partitioned,90,52,4,50,2,completed,50,50,200,600,6.173852800158784,6.185129899880849,25.67124570015585,38.18018129997654,650,303,347,443.0234375,443.0234375,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,122,181
partitioned,90,52,4,50,3,completed,50,50,200,600,5.79025080014253,5.904297600034624,23.757432700076606,35.59845599997789,650,303,347,443.0234375,443.0234375,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,122,181
partitioned,90,52,4,50,4,completed,50,50,200,600,5.976741999853402,5.769938199955504,23.552732500305865,35.44526599999517,650,303,347,443.0234375,443.0234375,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,122,181
partitioned,90,52,4,50,5,completed,50,50,200,600,6.012215299881063,5.873853099998087,23.754505400022026,35.78274210001109,650,303,347,443.0234375,443.0234375,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,122,181
partitioned,300,52,4,50,1,timeout,35,35,140,420,19.872851599997375,19.512524299731012,82.18010339984903,121.65958300000057,455,213,242,443.16796875,443.5234375,0.35546875,Windows GetProcessMemoryInfo working set; incremental over cell baseline,402,601
partitioned,300,52,4,50,2,timeout,35,35,140,420,19.66807449987391,19.73310370009858,81.05276510014664,120.55767599999672,455,213,242,443.5234375,443.52734375,0.00390625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,402,601
partitioned,300,52,4,50,3,timeout,38,38,152,456,19.932820799935143,19.795040099939797,80.96495989977848,120.79462260002038,494,231,263,443.52734375,443.53125,0.00390625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,402,601
partitioned,300,52,4,50,4,timeout,38,38,152,456,19.741887799813412,20.241634200210683,81.66891680011759,121.75720069999807,494,231,263,443.53125,443.53515625,0.00390625,Windows GetProcessMemoryInfo working set; incremental over cell baseline,402,601
partitioned,300,52,4,50,5,timeout,37,37,148,444,19.97497379995184,19.74236539984122,81.07959639956243,120.8984132000478,481,225,256,443.53515625,443.53515625,0.0,Windows GetProcessMemoryInfo working set; incremental over cell baseline,402,601
