topology,reference_id,reference_family,threshold,passive_failure,first_cross_week,mechanism_signature,unclassified,event_specification,canonical_event_key
A,REF-A-Q-1796,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1797,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1797,sequential pair,severe,False,,Unclassified,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1798,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1798,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1799,sequential pair,moderate,True,18.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1799,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1800,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1800,sequential pair,severe,False,,Unclassified,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1801,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1801,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1802,sequential pair,moderate,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1802,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1803,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1803,sequential pair,severe,False,,Unclassified,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1804,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1804,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1805,sequential pair,moderate,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1805,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1806,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1806,sequential pair,severe,False,,Unclassified,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1807,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1807,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1808,sequential pair,moderate,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1808,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1809,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1809,sequential pair,severe,False,,Unclassified,False,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1810,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1810,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1811,sequential pair,moderate,True,17.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1811,sequential pair,severe,True,18.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1812,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1812,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1813,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1813,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1814,sequential pair,moderate,True,17.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1814,sequential pair,severe,True,18.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1815,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1815,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1816,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1816,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1817,sequential pair,moderate,True,17.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1817,sequential pair,severe,True,18.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1818,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1818,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1819,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1819,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1820,sequential pair,moderate,True,18.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1820,sequential pair,severe,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1821,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1821,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1822,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1822,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
