topology,reference_id,reference_family,threshold,passive_failure,first_cross_week,mechanism_signature,unclassified,event_specification,canonical_event_key
B,REF-B-Q-2829,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2830,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2830,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2831,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1B""}]"
B,REF-B-Q-2831,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1B""}]"
B,REF-B-Q-2832,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2832,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2833,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2833,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2834,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1B""}]"
B,REF-B-Q-2834,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1B""}]"
B,REF-B-Q-2835,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2835,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2836,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2836,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2837,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1B""}]"
B,REF-B-Q-2837,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1B""}]"
B,REF-B-Q-2838,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2838,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2839,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2839,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2840,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1B""}]"
B,REF-B-Q-2840,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1B""}]"
B,REF-B-Q-2841,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2841,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2842,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2842,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2843,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1B""}]"
B,REF-B-Q-2843,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1B""}]"
B,REF-B-Q-2844,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2844,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2845,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2845,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2846,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1B""}]"
B,REF-B-Q-2846,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1B""}]"
B,REF-B-Q-2847,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2847,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2848,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2848,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2849,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1B""}]"
B,REF-B-Q-2849,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1B""}]"
B,REF-B-Q-2850,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2850,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2851,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2851,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2852,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1B""}]"
B,REF-B-Q-2852,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1B""}]"
B,REF-B-Q-2853,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2853,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2854,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-P-2854,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
B,REF-B-Q-2855,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1B""}]"
B,REF-B-Q-2855,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1B""}]"
B,REF-B-Q-2856,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1B"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1B""}]"
