method,scoring_rule,failure_candidates,eligible_weight,severity_min,severity_max,plausibility_min,plausibility_max,element,element_score,element_rank
FST-original,common severity/plausibility 0.625/0.375; equal element allocation,33,8.953958183777972,0.022222222222222365,3.3111111111111113,0.09152969818803361,0.731062857644077,T2P,0.41470539668160394,1
FST-original,common severity/plausibility 0.625/0.375; equal element allocation,33,8.953958183777972,0.022222222222222365,3.3111111111111113,0.09152969818803361,0.731062857644077,corridor,0.26627128798745114,2
FST-original,common severity/plausibility 0.625/0.375; equal element allocation,33,8.953958183777972,0.022222222222222365,3.3111111111111113,0.09152969818803361,0.731062857644077,S1A,0.12683567967596734,3
FST-original,common severity/plausibility 0.625/0.375; equal element allocation,33,8.953958183777972,0.022222222222222365,3.3111111111111113,0.09152969818803361,0.731062857644077,S1B,0.10536976783061112,4
FST-original,common severity/plausibility 0.625/0.375; equal element allocation,33,8.953958183777972,0.022222222222222365,3.3111111111111113,0.09152969818803361,0.731062857644077,S1C,0.0868178678243666,5
MI-FST,common severity/plausibility 0.625/0.375; equal element allocation,46,17.983714921326236,0.022222222222222365,4.544444444444445,5.0983155227666465e-05,0.6991831892579452,T2P,0.5771278424357176,1
MI-FST,common severity/plausibility 0.625/0.375; equal element allocation,46,17.983714921326236,0.022222222222222365,4.544444444444445,5.0983155227666465e-05,0.6991831892579452,corridor,0.3078339069680235,2
MI-FST,common severity/plausibility 0.625/0.375; equal element allocation,46,17.983714921326236,0.022222222222222365,4.544444444444445,5.0983155227666465e-05,0.6991831892579452,S1A,0.03834608353208622,3
MI-FST,common severity/plausibility 0.625/0.375; equal element allocation,46,17.983714921326236,0.022222222222222365,4.544444444444445,5.0983155227666465e-05,0.6991831892579452,S1B,0.03834608353208622,3
MI-FST,common severity/plausibility 0.625/0.375; equal element allocation,46,17.983714921326236,0.022222222222222365,4.544444444444445,5.0983155227666465e-05,0.6991831892579452,S1C,0.03834608353208622,3
RST,common severity/plausibility 0.625/0.375; equal element allocation,48,22.627025751825254,0.022222222222222365,3.6333333333333333,0.04206879122093688,0.7181312954592951,T2P,0.7310877259405169,1
RST,common severity/plausibility 0.625/0.375; equal element allocation,48,22.627025751825254,0.022222222222222365,3.6333333333333333,0.04206879122093688,0.7181312954592951,corridor,0.24523127245926898,2
RST,common severity/plausibility 0.625/0.375; equal element allocation,48,22.627025751825254,0.022222222222222365,3.6333333333333333,0.04206879122093688,0.7181312954592951,S1A,0.007893667200071588,3
